school_urn,school_name,la_name,disadv_good_pass_pct,non_disadv_good_pass_pct,gap_pp,n_disadvantaged,pct_white_british,pct_fsm_perf_tables,headcount
150217,The Highfield School,Hertfordshire,20.0,47.6,27.6,45,27.0,71.0,694.0
148417,The Hinckley School,Leicestershire,13.0,46.3,33.3,23,22.2,79.9,907.0
146988,The Holden School,Wigan,,,,z,,,
139956,The Holgate Academy,Nottinghamshire,6.3,28.8,22.5,80,37.3,78.2,928.0
148922,The Hollins,Lancashire,11.6,42.3,30.7,43,32.8,59.2,470.0
137678,The Hollyfield School and Sixth Form Centre,Kingston upon Thames,39.1,67.5,28.4,46,24.2,49.7,599.0
147897,The Holmesdale School,Kent,29.6,37.7,8.1,27,35.5,89.1,532.0
136263,The Holmewood School,Barnet,,,,z,,,
136880,The Holt School,Wokingham,60.0,82.3,22.3,20,5.9,42.3,615.0
138459,The Holy Cross School,Kingston upon Thames,60.9,76.5,15.6,23,11.5,36.4,360.0
149299,"The Holy Family Catholic School, a Voluntary Academy",Bradford,2.5,14.9,12.4,40,39.8,40.4,283.0
136729,The Honywood Community Science School,Essex,31.0,51.8,20.8,29,18.0,87.7,720.0
141466,The Howard School,Medway,18.4,35.3,16.9,38,19.7,72.7,1115.0
137119,The Hundred of Hoo Academy,Medway,26.2,43.5,17.3,61,23.9,78.3,1446.0
141617,The Hurlingham Academy,Hammersmith and Fulham,50.0,74.2,24.2,58,37.1,16.1,117.0
116422,The Hurst School,Hampshire,12.5,44.9,32.4,24,14.4,88.1,893.0
144356,The Hyndburn Academy,Lancashire,19.1,29.2,10.1,47,42.3,73.1,478.0
139312,The Iffley Academy,Oxfordshire,,,,18,,,
139553,The Ilfracombe Church of England Academy,Devon,25.5,60.6,35.1,51,24.7,92.4,934.0
137561,The Imam Muhammad Adam Institute School,Leicester,,,,z,,,
144804,The Independent Grammar School:Durham,County Durham,,,,z,,,
140691,The Island Free School,Isle of Wight,34.8,61.2,26.4,23,19.9,88.4,547.0
135453,The Island Project School,Solihull,,,,z,,,
139234,The JCB Academy,Staffordshire,21.3,43.0,21.7,47,16.3,79.1,623.0
138865,The James Hornsby School,Essex,11.9,36.4,24.5,84,46.2,80.0,830.0
103009,The John Fisher School,Sutton,42.3,68.7,26.4,26,15.2,32.9,373.0
102247,The John Lyon School,Harrow,,,,z,,,
147439,The John Roan School,Greenwich,23.9,48.1,24.2,71,40.4,31.9,369.0
136197,The John Wallis Church of England Academy,Kent,8.0,29.6,21.6,87,38.6,61.9,1071.0
150656,The John Warner School,Hertfordshire,12.5,37.6,25.1,40,18.1,75.3,618.0
138020,The John of Gaunt School,Wiltshire,13.6,46.9,33.3,59,22.8,77.3,968.0
137628,The Joseph Whitaker School,Nottinghamshire,18.2,44.3,26.1,55,23.4,87.8,1166.0
118843,The Judd School,Kent,85.7,98.9,13.2,7,2.6,54.2,813.0
149086,The Keystone Academy,Shropshire,,,,11,,,
142080,The Khalsa Academy Wolverhampton,Wolverhampton,35.9,58.8,22.9,39,37.7,6.4,49.0
138641,The Kimberley School,Nottinghamshire,37.5,52.6,15.1,40,19.9,86.8,1201.0
101369,The King Alfred School,Barnet,,,,z,,,
146439,The King Alfred School an Academy,Somerset,18.2,39.5,21.3,66,30.4,88.9,1150.0
137309,The King David High School,Manchester,33.3,63.1,29.8,15,18.5,72.4,563.0
136868,The King Edmund School,Essex,15.4,25.1,9.7,65,33.4,86.1,1166.0
137746,The King Edward VI School,Northumberland,21.4,63.1,41.7,42,11.7,90.9,1218.0
136577,The King John School,Essex,27.8,54.8,27.0,54,14.7,76.9,1622.0
136398,The King's (The Cathedral) School,Peterborough,58.8,77.7,18.9,17,12.9,43.9,553.0
134223,The King's Academy,Middlesbrough,15.7,41.1,25.4,89,38.2,82.7,1171.0
148402,The King's CofE Academy,Staffordshire,22.7,28.7,6.0,44,34.5,85.7,639.0
139500,The King's School,Wakefield,40.0,66.7,26.7,50,24.0,88.6,920.0
116595,The King's School,Hampshire,,,,z,,,
136673,The King's School,Devon,23.1,61.2,38.1,26,14.6,92.1,1020.0
117037,The King's School,Worcestershire,,,,z,,,
111485,The King's School,Cheshire West and Chester,,,,z,,,
117650,The King's School,Hertfordshire,,,,z,,,
123315,The King's School,Oxfordshire,,,,z,,,
118996,The King's School Canterbury,Kent,,,,z,,,
111473,The King's School In Macclesfield,Cheshire East,,,,z,,,
115780,"The King's School, Gloucester",Gloucestershire,,,,z,,,
137166,"The King's School, Grantham",Lincolnshire,81.8,95.8,14.0,11,6.7,68.3,830.0
136783,The Kings of Wessex Academy,Somerset,20.7,57.7,37.0,29,11.6,91.0,955.0
149102,The Kingsbrook School,Buckinghamshire,,,,0,19.3,66.1,376.0
125775,The Kingsley School,Warwickshire,,,,z,,,
141862,The Kingston Academy,Kingston upon Thames,50.0,83.8,33.8,30,12.8,38.1,449.0
142509,The Kingsway School,Stockport,35.6,55.0,19.4,59,22.4,61.1,789.0
136608,The Knights Templar School,Hertfordshire,32.6,49.4,16.8,43,19.8,75.3,1065.0
141451,The Lacon Childe School,Shropshire,12.5,45.3,32.8,16,22.0,92.8,499.0
148424,The Lady Byron School,Leicestershire,,,,z,,,
112379,The Lakes School,Westmorland and Furness,40.0,41.9,1.9,10,13.6,83.8,368.0
113637,The Lampard Community School,Devon,,,,12,,,
135631,The Langley Academy,Slough,50.0,63.1,13.1,40,22.1,13.6,157.0
122066,The Latimer Arts College,North Northamptonshire,12.5,45.2,32.7,32,19.1,83.6,982.0
102055,The Latymer School,Enfield,92.9,99.4,6.5,14,8.4,19.1,263.0
146639,The Laurel Academy,Doncaster,43.9,72.0,28.1,57,45.5,84.6,641.0
140356,The Laurels School,Croydon,,,,z,,,
144084,The Lea Valley Academy,Enfield,20.0,20.9,0.9,75,52.2,15.8,134.0
140987,The Leigh UTC,Kent,28.0,48.1,20.1,25,30.8,54.9,378.0
143954,The Lenham School,Kent,0.0,22.8,22.8,45,29.0,84.4,697.0
147989,The Levels School,Somerset,,,,z,,,
110914,The Leys School,Cambridgeshire,,,,z,,,
149909,The Lighthouse,Norfolk,,,,z,,,
130913,The Limes School,Tameside,,,,z,,,
120754,The Lincoln St Christopher's School,Lincolnshire,,,,15,,,
142744,The Lindfield School,East Sussex,0.0,0.0,0.0,11,,,
144952,The Link Academy,Dudley,24.2,40.4,16.2,91,49.7,46.9,476.0
144851,The Link School,Sutton,0.0,0.0,0.0,11,,,
148031,The Lion Works School,"Bournemouth, Christchurch and Poole",,,,z,,,
131356,The Lioncare School,Brighton and Hove,,,,z,,,
135745,The Littlehampton Academy,West Sussex,21.4,35.0,13.6,56,25.2,82.7,1132.0
142859,The Llewellyn School and Nursery,Kent,,,,z,,,
132788,The Lloyd Williamson School Foundation,Kensington and Chelsea,,,,z,,,
116589,The Loddon School,Hampshire,,,,z,,,
137157,The London Oratory School,Hammersmith and Fulham,53.3,82.4,29.1,30,11.3,29.3,409.0
136716,The Long Eaton School,Derbyshire,22.2,42.9,20.7,54,33.0,83.4,907.0
148393,The Lowry Academy,Salford,38.5,51.3,12.8,96,55.3,57.0,526.0
119892,The Loyne Specialist School,Lancashire,,,,1,,,
147906,The Luccombe Hub,Dorset,,,,z,,,
150483,The Macclesfield Academy,Cheshire East,11.1,43.7,32.6,36,27.7,87.0,556.0
137116,The Magna Carta School,Surrey,28.6,50.7,22.1,35,22.4,58.5,602.0
118897,The Malling School,Kent,19.0,29.2,10.2,42,29.9,89.0,931.0
105591,The Manchester Grammar School,Manchester,,,,z,,,
148851,The Mandeville School,Buckinghamshire,4.8,37.5,32.7,42,27.7,43.1,431.0
137158,The Manor Academy,Nottinghamshire,24.3,38.6,14.3,70,30.2,83.4,1051.0
151301,The Maple School,Blackpool,0.0,,,9,,,
137833,The Maplesden Noakes School,Kent,8.7,34.5,25.8,46,24.6,72.3,1027.0
136979,The Marches School,Shropshire,29.5,41.3,11.8,61,20.5,84.5,1179.0
110152,The Marist School,Windsor and Maidenhead,,,,z,,,
116641,The Mark Way School,Hampshire,0.0,0.0,0.0,9,,,
138108,The Market Bosworth School,Leicestershire,25.0,74.7,49.7,8,10.8,91.2,766.0
118076,The Market Weighton School,East Riding of Yorkshire,18.2,48.5,30.3,22,22.1,90.1,564.0
138817,The Marlborough Church of England School,Oxfordshire,13.6,69.4,55.8,22,13.2,80.4,872.0
138042,The Marlborough Science Academy,Hertfordshire,13.2,41.3,28.1,38,19.9,65.8,878.0
135290,The Marsh Academy,Kent,17.7,29.6,11.9,62,38.4,90.8,923.0
147661,The Martin Bacon Academy,Cambridgeshire,0.0,0.0,0.0,8,,,
137828,The Martin High School Anstey,Leicestershire,11.1,50.0,38.9,27,15.7,78.3,660.0
142391,The Marvell College,"Kingston upon Hull, City of",13.0,35.5,22.5,100,45.7,84.0,1039.0
138765,The Matthew Arnold School,Surrey,19.6,56.0,36.4,46,20.9,66.6,639.0
113608,The Maynard School,Devon,,,,z,,,
140865,The McAuley Catholic High School,Doncaster,19.4,40.9,21.5,67,29.0,54.0,780.0
135689,The Meadows Montessori School,Suffolk,,,,z,,,
132231,The Meadows School,Sandwell,,,,16,,,
131905,The Meadows School,County Durham,,,,14,,,
143346,The Meadows School,Staffordshire,,,,11,,,
142118,The Mendip School,Somerset,,,,3,,,
145468,The Mews,Shropshire,,,,z,,,
148960,The Mile House Therapeutic School,West Berkshire,,,,z,,,
147116,The Milestone School,Gloucestershire,,,,17,,,
135665,The Milton Keynes Academy,Milton Keynes,26.5,40.7,14.2,113,44.6,37.5,379.0
145643,The Minster School,Nottinghamshire,46.4,59.3,12.9,28,9.2,87.4,1414.0
136674,The Mirfield Free Grammar,Kirklees,20.0,54.1,34.1,35,22.4,66.5,880.0
145322,The Misbourne School,Buckinghamshire,31.3,54.9,23.6,16,12.6,78.4,883.0
136947,The Montessori Place,Brighton and Hove,,,,z,,,
136392,The Morley Academy,Leeds,40.0,67.0,27.0,70,21.5,74.9,1065.0
105103,The Mosslands School,Wirral,9.0,28.6,19.6,78,39.8,90.7,814.0
121726,The Mount School (York),York,,,,z,,,
136640,The Mountbatten School,Hampshire,21.6,61.0,39.4,37,13.0,75.7,1104.0
137159,The National CofE Academy,Nottinghamshire,6.7,47.1,40.4,45,21.5,83.2,936.0
143105,The National Mathematics and Science College,Coventry,,,,z,,,
112397,The Nelson Thomlinson School,Cumberland,22.2,50.9,28.7,27,13.6,92.5,1073.0
148131,The Nest,Stoke-on-Trent,,,,z,,,
142035,The Netherhall School,Cambridgeshire,15.5,50.0,34.5,58,29.9,49.3,624.0
138585,The New Forest Academy,Hampshire,18.0,50.7,32.7,50,43.4,92.9,509.0
147986,The New School,Croydon,,,,z,,,
144489,The Newark Academy,Nottinghamshire,21.3,55.1,33.8,47,26.2,81.0,927.0
138301,The Newbridge School,Leicestershire,20.0,44.3,24.3,40,23.9,81.8,665.0
138918,The Nicholas Hamond Academy,Norfolk,21.4,33.8,12.4,42,30.3,88.4,604.0
117530,The Nobel School,Hertfordshire,38.9,48.0,9.1,36,19.5,64.7,964.0
146030,The Nook School,Lancashire,,,,z,,,
136788,The North Halifax Grammar School,Calderdale,83.3,91.4,8.1,6,5.5,63.3,759.0
148712,The North School,Kent,22.9,49.0,26.1,83,31.7,71.7,910.0
138019,The Norton Knatchbull School,Kent,81.5,92.3,10.8,27,8.4,62.1,801.0
100624,The Norwood School,Lambeth,18.9,58.8,39.9,53,30.0,31.3,335.0
139765,The Nottingham Emmanuel School,Nottingham,31.2,47.6,16.4,109,47.4,37.5,425.0
147654,The Oaks Academy,Cheshire East,7.5,31.8,24.3,40,46.2,47.4,307.0
134662,The Oaks Secondary School,County Durham,0.0,0.0,0.0,42,,,
141363,The Oakwood Academy,Nottingham,16.7,41.5,24.8,48,39.5,64.3,480.0
127715,The Observatory School,Wirral,0.0,0.0,0.0,12,,,
103880,The Old Park School,Dudley,,,,5,,,
131422,The Old Priory School,Kent,,,,z,,,
133651,The Old School House,Cambridgeshire,,,,z,,,
136895,The Oldershaw School,Wirral,6.2,22.0,15.8,97,61.5,90.5,747.0
141947,The Ongar Academy,Essex,4.0,32.2,28.2,25,27.2,86.9,444.0
135650,The Open Academy,Norfolk,26.2,40.3,14.1,42,39.4,76.4,428.0
123282,The Oratory School,Oxfordshire,,,,z,,,
144366,The Orchard Independent Special School,North East Lincolnshire,,,,z,,,
119058,The Orchard School,Kent,,,,10,,,
145293,The Orchard School,Somerset,,,,z,,,
142015,The Orme Academy,Staffordshire,22.6,38.6,16.0,31,22.8,89.6,689.0
146200,The Outdoors School,Devon,,,,z,,,
148354,The Oxford Academy,Oxfordshire,17.9,24.5,6.6,106,47.2,48.2,537.0
143714,The PRIDE Academy,Hillingdon,,,,20,,,
131462,The Pace Centre,Buckinghamshire,,,,z,,,
137088,The Palmer Catholic Academy,Redbridge,35.3,51.8,16.5,51,26.8,3.8,44.0
146094,The Park Community School,Devon,26.0,55.1,29.1,73,24.2,88.9,1275.0
147524,The Park School,Surrey,0.0,0.0,0.0,9,,,
138235,The Parker E-ACT Academy,West Northamptonshire,20.6,39.6,19.0,63,25.6,73.3,864.0
137821,The Parks School,Wigan,,,,z,,,
121262,"The Parkside School, Norwich",Norfolk,,,,12,,,
145593,The Pedmore High School,Dudley,16.7,37.7,21.0,42,41.3,49.5,326.0
110923,The Perse School,Cambridgeshire,,,,z,,,
110910,The Peterborough School,Peterborough,,,,z,,,
136903,The Petersfield School,Hampshire,27.3,67.0,39.7,22,12.6,88.3,1219.0
136091,The Phoenix Collegiate,Sandwell,17.1,30.4,13.3,140,43.1,34.8,668.0
136891,The Piggott School,Wokingham,53.8,76.0,22.2,13,6.3,67.6,1275.0
103622,The Pines Special School,Birmingham,0.0,0.0,0.0,12,,,
144069,The Pingle Academy,Derbyshire,21.5,45.5,24.0,79,33.9,89.6,1232.0
138219,The Pioneer School,Essex,,,,5,,,
150101,The Pioneers Academy,Birmingham,,,,z,,,
146339,The Pivot Academy LS East,Leeds,,,,z,,,
142939,The Place Independent School,Leicestershire,,,,z,,,
136459,The Polesworth School,Warwickshire,17.0,40.0,23.0,47,19.7,87.0,1263.0
116624,The Polygon School,Southampton,0.0,,,12,,,
139714,The Portsmouth Academy,Portsmouth,11.3,30.4,19.1,124,52.9,54.8,681.0
116583,The Portsmouth Grammar School,Portsmouth,,,,z,,,
142798,The Prescot School,Knowsley,22.2,23.1,0.9,81,52.0,80.8,739.0
135565,The Priory Academy LSST,Lincolnshire,44.7,61.6,16.9,38,16.7,69.9,1237.0
138819,The Priory Belvoir Academy,Leicestershire,26.9,44.2,17.3,26,16.2,93.7,649.0
149318,The Priory Church of England School,Surrey,21.1,33.0,11.9,19,17.4,82.0,550.0
135564,The Priory City of Lincoln Academy,Lincolnshire,16.9,36.7,19.8,65,35.4,82.2,776.0
145052,The Priory Pembroke Academy,Lincolnshire,26.5,33.3,6.8,34,24.4,85.6,506.0
136194,The Priory Ruskin Academy,Lincolnshire,13.8,25.6,11.8,65,29.8,81.9,1130.0
138216,The Priory School,Shropshire,29.2,60.1,30.9,24,13.1,84.6,724.0
117499,The Priory School,Hertfordshire,16.7,56.6,39.9,36,23.2,71.4,887.0
135563,The Priory Witham Academy,Lincolnshire,23.4,24.2,0.8,47,52.2,75.1,820.0
149041,The Promise School,Devon,,,,8,,,
148737,The Purbeck School,Dorset,13.6,45.0,31.4,44,22.1,86.4,888.0
102256,The Purcell School,Hertfordshire,,,,z,,,
139937,The Queen Elizabeth Academy,Warwickshire,8.7,52.9,44.2,23,29.3,86.6,627.0
120655,"The Queen Elizabeth's High School, Gainsborough",Lincolnshire,62.5,81.4,18.9,16,10.9,74.1,834.0
136526,The Queen Katherine School,Westmorland and Furness,36.7,52.6,15.9,30,18.7,86.2,790.0
111486,The Queen's School,Cheshire West and Chester,,,,z,,,
136203,The Quest Academy,Croydon,18.8,26.8,8.0,64,33.6,28.7,259.0
134605,The Quest School,Kent,,,,z,,,
110532,The Radcliffe School,Milton Keynes,23.4,36.1,12.7,64,39.3,63.0,762.0
105738,The Radclyffe School,Oldham,31.7,41.7,10.0,123,39.6,15.9,234.0
139248,"The Ramsey Academy, Halstead",Essex,13.2,34.8,21.6,38,24.1,91.4,680.0
136540,The Ravensbourne School,Bromley,24.6,47.8,23.2,61,29.9,39.6,606.0
138728,The Rawlett School (An Aet Academy),Staffordshire,14.3,48.7,34.4,28,20.3,85.6,887.0
139662,The Reach Free School,Hertfordshire,38.5,34.4,-4.1,26,20.7,69.5,523.0
110592,The Redway School,Milton Keynes,,,,4,,,
137782,The Regis School,West Sussex,30.6,48.4,17.8,72,24.7,78.1,1300.0
150902,The Registry,Stoke-on-Trent,,,,z,,,
144404,The Retreat,Telford and Wrekin,,,,z,,,
143022,The Richmond upon Thames School,Richmond upon Thames,17.9,55.3,37.4,28,19.9,49.0,370.0
141843,The Ridgeway School,Surrey,,,,2,,,
137160,The Ridgeway School & Sixth Form College,Swindon,29.3,67.7,38.4,41,16.5,73.8,1161.0
141259,The Ripley Academy,Derbyshire,30.4,50.7,20.3,46,31.9,90.4,814.0
140360,The Rise Free School,Hounslow,0.0,0.0,0.0,7,,,
117041,The River School,Worcestershire,,,,z,,,
138511,The Robert Napier School,Medway,8.0,23.5,15.5,87,48.9,65.9,666.0
106965,The Robert Ogden School,Barnsley,,,,z,,,
137161,The Robert Smyth Academy,Leicestershire,40.0,64.6,24.6,15,11.8,83.6,1068.0
136313,The Rochester Grammar School,Medway,94.7,92.2,-2.5,19,10.5,24.8,290.0
137239,The Romsey School,Hampshire,12.8,55.5,42.7,39,19.4,72.6,820.0
148035,The Ropemakers' Academy,East Sussex,0.0,0.0,0.0,15,,,
134625,The Rose School,Lancashire,0.0,,,9,,,
136572,The Roseland Academy,Cornwall,43.5,45.8,2.3,23,20.8,87.3,578.0
138079,The Roundhill Academy,Leicestershire,25.0,51.7,26.7,28,20.9,59.5,434.0
102947,The Royal Ballet School,Richmond upon Thames,,,,z,,,
136484,"The Royal Grammar School, High Wycombe",Buckinghamshire,90.9,98.0,7.1,11,5.2,37.9,534.0
149554,The Royal Harbour Academy,Kent,10.1,23.9,13.8,109,61.4,84.6,857.0
143877,The Royal Liberty School,Havering,51.9,67.5,15.6,27,19.0,52.0,384.0
125348,The Royal School,Surrey,,,,z,,,
143101,"The Royal School, Wolverhampton",Wolverhampton,14.6,43.0,28.4,41,30.7,16.0,241.0
144721,The Royal Sutton School,Birmingham,21.5,45.2,23.7,79,46.6,49.8,484.0
137582,The Rudheath Senior Academy,Cheshire West and Chester,25.0,29.6,4.6,40,33.6,88.3,521.0
138351,The Rural Enterprise Academy,Staffordshire,14.3,17.5,3.2,14,22.5,93.8,225.0
142302,The Russett School,Cheshire West and Chester,,,,9,,,
140565,The Ruth Gorse Academy,Leeds,42.4,64.7,22.3,139,51.2,14.7,188.0
143911,The Ryes College,Suffolk,,,,z,,,
146245,The Sacred Heart Language College,Harrow,42.9,62.7,19.8,28,16.9,14.5,112.0
137895,The Saint John Henry Newman Catholic School,Hertfordshire,23.8,68.3,44.5,21,10.0,44.5,715.0
149486,The Salesian Academy of St John Bosco,Sefton,11.1,30.0,18.9,45,53.8,77.1,410.0
137795,The Sallygate School,Kent,,,,z,,,
137240,The Sandon School,Essex,23.1,45.1,22.0,26,15.5,85.3,1050.0
146164,The Seeds School,Telford and Wrekin,,,,z,,,
138484,The Sele School,Hertfordshire,20.8,20.4,-0.4,24,31.9,73.2,290.0
131556,The Serendipity School,Southampton,,,,z,,,
131018,The Shires,Rutland,,,,z,,,
142635,The Shires at Oakham,Rutland,,,,z,,,
115823,The Shrubberies School,Gloucestershire,,,,5,,,
150846,The Sir Geoff Hurst Academy,Essex,,,,z,,,
141735,The Sir John Colfox Academy,Dorset,24.2,37.5,13.3,33,23.8,88.0,697.0
135744,The Sir Robert Woodard Academy,West Sussex,22.0,42.7,20.7,59,18.6,86.0,1215.0
137687,The Sittingbourne School,Kent,11.7,29.9,18.2,94,38.0,80.5,1277.0
140595,The Skinners' School,Kent,81.3,94.7,13.4,16,5.6,63.3,722.0
141179,The Skipton Academy,North Yorkshire,14.8,35.5,20.7,27,24.5,84.0,553.0
150134,The Sky Academy,Somerset,,,,13,,,
140866,The Snaith School,East Riding of Yorkshire,25.0,44.5,19.5,32,15.2,91.1,718.0
138191,The South Wolds Academy & Sixth Form,Nottinghamshire,32.1,66.9,34.8,28,15.6,76.8,786.0
146166,The Spires,Wiltshire,,,,z,,,
113526,The Spires College,Torbay,33.3,59.5,26.2,57,30.3,85.8,970.0
145922,The Springboard Project,Oldham,0.0,0.0,0.0,32,,,
145198,The Springfields Academy,Wiltshire,0.0,0.0,0.0,9,,,
138044,The St Christopher School,Southend-on-Sea,,,,3,,,
120755,"The St Francis Special School, Lincoln",Lincolnshire,,,,6,,,
135674,The St Lawrence Academy,North Lincolnshire,23.1,33.7,10.6,65,44.2,36.1,291.0
136400,The St Leonards Academy,East Sussex,12.9,33.3,20.4,101,45.5,77.4,1023.0
139600,The St Marylebone Church of England Bridge School,Westminster,0.0,16.7,16.7,8,,,
137353,The St Marylebone CofE School,Westminster,35.7,77.9,42.2,42,24.9,36.7,429.0
138771,The St Michael Steiner School,Hounslow,,,,z,,,
100857,The St Thomas the Apostle College,Southwark,68.5,75.0,6.5,73,46.8,5.0,56.0
147198,The Stable School,"Bournemouth, Christchurch and Poole",,,,z,,,
137927,The Stanway School,Essex,25.6,59.8,34.2,43,13.5,82.6,1143.0
135672,The Steiner Academy Hereford,"Herefordshire, County of",37.5,76.5,39.0,8,22.1,77.6,270.0
110924,The Stephen Perse Foundation,Cambridgeshire,,,,z,,,
135338,The Stockwood Park Academy,Luton,18.6,22.2,3.6,118,40.0,9.0,133.0
126458,The Stonehenge School,Wiltshire,17.6,27.9,10.3,34,16.0,78.5,847.0
137162,The Stourport High School and Sixth Form College,Worcestershire,9.1,43.2,34.1,44,28.8,86.7,954.0
137707,The Streetly Academy,Walsall,27.6,38.5,10.9,58,22.5,70.9,1063.0
139589,The Studio School Liverpool,Liverpool,39.3,37.5,-1.8,28,29.6,64.5,182.0
144768,The Suthers School,Nottinghamshire,33.3,56.6,23.3,24,25.3,79.6,519.0
136141,The Sutton Academy,St. Helens,18.3,50.9,32.6,93,38.8,90.8,1317.0
147203,The Swan School,Oxfordshire,47.5,78.8,31.3,40,21.6,31.9,304.0
139376,The Swanage School,Dorset,17.4,21.7,4.3,23,31.9,82.0,278.0
139534,The Sweyne Park School,Essex,27.9,50.5,22.6,43,18.8,90.6,1289.0
101953,The Sybil Elgar School,Ealing,,,,z,,,
141683,The Sydney Russell School,Barking and Dagenham,36.7,58.8,22.1,98,27.3,21.3,562.0
149219,The T3 School,Kent,,,,z,,,
139766,The Telford Langley School,Telford and Wrekin,21.3,22.1,0.8,80,40.9,75.5,869.0
150716,The Telford Park School,Telford and Wrekin,9.4,20.8,11.4,53,48.4,73.5,500.0
136204,The Thetford Academy,Norfolk,20.9,49.7,28.8,67,30.7,64.3,875.0
147508,The Thomas Adams School,Shropshire,20.0,40.2,20.2,40,18.1,88.6,1070.0
140037,The Thomas Alleyne Academy,Hertfordshire,26.3,59.9,33.6,38,23.3,70.2,692.0
137376,The Thomas Aveling School,Medway,20.6,28.2,7.6,68,30.7,70.0,848.0
137163,The Thomas Hardye School,Dorset,20.5,56.2,35.7,78,18.8,85.2,1747.0
137937,The Thomas Lord Audley School,Essex,22.2,49.2,27.0,45,30.4,87.2,803.0
136615,The Tiffin Girls' School,Kingston upon Thames,100.0,99.4,-0.6,12,7.2,12.6,158.0
144502,The Totteridge Academy,Barnet,57.1,76.6,19.5,49,30.2,41.6,417.0
148422,The Tower School,Essex,,,,z,,,
116411,The Toynbee School,Hampshire,13.9,52.8,38.9,36,17.6,78.5,859.0
144389,The Trafalgar School at Downton,Wiltshire,35.7,47.9,12.2,28,13.4,87.0,691.0
138341,The Trinity Catholic School A Voluntary Academy,Nottingham,50.0,61.0,11.0,32,21.2,23.8,283.0
143701,The Trinity School,Essex,,,,0,14.7,70.9,423.0
148179,The Turing School,East Sussex,8.9,42.0,33.1,56,38.8,80.5,616.0
135670,The Tutorial Foundation,Bromley,,,,z,,,
137181,The UCL Academy,Camden,33.7,59.3,25.6,92,46.4,10.5,107.0
123322,The Unicorn School,Oxfordshire,,,,z,,,
140863,The University of Birmingham School,Birmingham,19.7,55.6,35.9,61,38.2,16.2,191.0
137418,The Ursuline Academy Ilford,Redbridge,50.0,65.2,15.2,30,24.3,2.4,18.0
100284,The Urswick School - A Church of England Secondary School,Hackney,24.5,38.5,14.0,102,69.8,10.2,82.0
137453,The Vale Academy,North Lincolnshire,48.6,69.8,21.2,35,25.5,90.4,615.0
147018,The Valley Leadership Academy,Lancashire,22.2,37.0,14.8,36,44.0,88.6,522.0
117669,The Valley School,Hertfordshire,0.0,0.0,0.0,20,,,
136108,The Victory Academy,Medway,8.2,31.3,23.1,85,43.5,52.5,641.0
147034,The View School,Kent,,,,z,,,
146212,The Village School,Brent,,,,10,,,
134424,The Vine Christian School,Wokingham,,,,z,,,
116440,The Vyne Community School,Hampshire,15.6,47.5,31.9,45,32.0,67.3,502.0
142121,The WREN School,Reading,18.4,51.4,33.0,49,28.4,27.3,267.0
141178,The Warren School,Barking and Dagenham,34.3,50.4,16.1,70,30.3,16.0,220.0
142218,The Warriner School,Oxfordshire,17.5,49.3,31.8,57,17.8,76.8,1172.0
116448,The Wavell School,Hampshire,7.4,39.2,31.8,27,14.1,70.9,730.0
110567,The Webber Independent School,Milton Keynes,,,,z,,,
135804,The Wellington Academy,Wiltshire,16.0,36.3,20.3,25,19.2,71.3,823.0
147456,The Wells Academy,Nottingham,25.4,42.9,17.5,67,47.0,24.3,171.0
145563,The Wenlock School,Dudley,,,,z,,,
136628,The West Bridgford School,Nottinghamshire,60.0,82.0,22.0,15,6.1,57.6,1026.0
116407,The Westgate School,Hampshire,40.9,74.2,33.3,22,9.7,79.4,1292.0
138012,The Westgate School,Slough,18.4,39.4,21.0,49,23.9,19.9,255.0
146087,The Westleigh School,Wigan,15.0,25.7,10.7,80,41.9,72.4,693.0
132233,The Westminster School,Sandwell,,,,16,,,
137553,The Weston Road Academy,Staffordshire,21.4,50.7,29.3,28,19.1,84.7,836.0
137225,The Westwood Academy,Coventry,13.7,46.9,33.2,51,33.7,57.3,494.0
144769,The Wherry School,Norfolk,,,,3,,,
111429,The Whitby High School,Cheshire West and Chester,20.3,35.0,14.7,74,27.2,89.0,1315.0
146634,The Whitehaven Academy,Cumberland,9.3,44.6,35.3,43,30.8,96.5,782.0
144354,The Whitstable School,Kent,10.4,34.3,23.9,48,26.2,91.3,1012.0
148180,The Wildings,Devon,,,,z,,,
107589,The William Henry Smith School and Sixth Form,Calderdale,,,,z,,,
110048,The Willink School,West Berkshire,19.4,65.3,45.9,36,12.8,80.5,993.0
149642,The Willows School,Rotherham,,,,15,,,
138936,The Wilnecote School,Staffordshire,12.2,28.1,15.9,41,23.0,88.4,807.0
143758,The Windmill School,Barnet,,,,c,,,
141844,The Windsor Boys' School,Windsor and Maidenhead,34.3,55.7,21.4,35,15.8,58.5,579.0
136184,The Winsford Academy,Cheshire West and Chester,6.9,19.4,12.5,87,43.5,88.1,901.0
143844,The Winstanley School,Leicestershire,7.8,25.4,17.6,51,41.6,62.4,399.0
125314,The Winston Churchill School A Specialist Sports College,Surrey,23.4,53.4,30.0,47,18.5,70.0,1029.0
150783,The Wisbech Academy,Cambridgeshire,,,,0,40.2,53.9,55.0
139482,The Woodlands Academy,North Yorkshire,,,,13,,,
110584,The Woodlands School,Milton Keynes,,,,12,,,
113901,The Woodroffe School,Dorset,25.9,60.7,34.8,27,18.2,89.1,871.0
103858,The Wordsley School,Dudley,8.5,38.3,29.8,47,35.6,78.1,729.0
