school_urn,school_name,la_name,disadv_good_pass_pct,non_disadv_good_pass_pct,gap_pp,n_disadvantaged,pct_white_british,pct_fsm_perf_tables,headcount
150760,"Elysian, West Horsley",Surrey,,,,z,,,
145962,Elysium Healthcare Potters Bar Clinic School,Hertfordshire,,,,z,,,
101071,Emanuel School,Wandsworth,,,,z,,,
145127,Embleton View,Darlington,,,,z,,,
116515,Embley,Hampshire,,,,z,,,
150864,Emerald Place Clinic School (EPCS),Surrey,,,,z,,,
137414,Emerson Park Academy,Havering,30.8,48.2,17.4,39,21.8,63.1,652.0
132771,Emily Wilding Davison School,Northumberland,0.0,0.0,0.0,23,,,
134595,Emmanuel Christian School,Leicester,,,,z,,,
108420,Emmanuel College,Gateshead,47.1,81.6,34.5,51,22.7,57.1,881.0
130323,Emmanuel School,Walsall,,,,z,,,
131743,Emmaus School,Wiltshire,,,,z,,,
150758,Endeavour Academy,Nottinghamshire,,,,z,,,
144405,Endeavour Academy Bexley,Bexley,,,,12,,,
140217,"Endeavour Academy, Oxford",Oxfordshire,,,,c,,,
146601,Endeavour Co-Operative Academy,Essex,,,,10,,,
148071,Endeavour House School,Redbridge,,,,z,,,
148002,Endon High School,Staffordshire,57.1,65.0,7.9,21,11.5,90.7,636.0
140600,Energy Coast UTC,Cumberland,7.9,14.3,6.4,38,31.3,97.2,376.0
102048,Enfield County School for Girls,Enfield,36.1,62.9,26.8,61,34.0,10.8,110.0
137094,Enfield Grammar School,Enfield,39.5,57.9,18.4,38,30.2,19.8,203.0
139963,Engaging Potential,West Berkshire,,,,z,,,
142130,Engineering UTC Northern Lincolnshire,North Lincolnshire,18.5,31.0,12.5,27,33.6,78.9,254.0
140867,English Martyrs Catholic School and Sixth Form College,Hartlepool,20.0,39.8,19.8,80,34.2,87.0,1280.0
146196,"English Martyrs' Catholic School, A Voluntary Academy",Leicester,32.1,61.5,29.4,28,15.7,14.3,167.0
108741,Epinay Business and Enterprise School,South Tyneside,,,,13,,,
145050,Epping St Johns Church of England School,Essex,20.0,48.4,28.4,35,19.4,76.9,793.0
125332,Epsom College,Surrey,,,,z,,,
137595,Epsom and Ewell High School,Surrey,20.0,46.3,26.3,30,20.7,60.8,636.0
136886,Erasmus Darwin Academy,Staffordshire,29.4,48.3,18.9,34,17.8,91.5,1032.0
145707,Ercall Wood Academy,Telford and Wrekin,25.5,39.0,13.5,51,24.0,61.8,578.0
143413,Erdington Academy,Birmingham,23.9,36.0,12.1,113,56.6,20.4,190.0
121716,Ermysted's Grammar School,North Yorkshire,,,,5,6.0,63.4,519.0
140366,Ernesford Grange Community Academy,Coventry,23.6,42.7,19.1,72,43.4,55.3,643.0
149543,Ernest Bevin Academy,Wandsworth,26.7,58.9,32.2,45,44.8,7.0,45.0
146369,Ernulf Academy,Cambridgeshire,18.6,48.4,29.8,43,31.8,80.9,601.0
140650,Esher Church of England High School,Surrey,25.0,66.7,41.7,32,19.3,68.2,771.0
135987,Esland Bedford School,Central Bedfordshire,,,,z,,,
149448,Esland Daven School,Cheshire East,,,,z,,,
147703,Esland Grantham School,Lincolnshire,,,,z,,,
135770,Essa Academy,Bolton,48.8,57.8,9.0,84,44.8,4.7,51.0
134940,Estuary High School,Southend-on-Sea,,,,z,,,
136189,Eternal Light,Bradford,,,,z,,,
110158,Eton College,Windsor and Maidenhead,,,,z,,,
145298,Eton Dorney Independent Therapeutic School,Buckinghamshire,,,,z,,,
137632,Etonbury Academy,Central Bedfordshire,24.1,50.0,25.9,29,15.8,81.1,919.0
137771,Etone College,Warwickshire,26.3,56.8,30.5,57,30.2,65.6,767.0
131015,Etz Chaim Boys School,Salford,,,,z,,,
138269,Europa School UK,Oxfordshire,,,,4,3.0,32.8,363.0
145125,Everest Community Academy,Hampshire,10.4,29.4,19.0,48,33.3,73.1,536.0
125805,Evergreen School,Warwickshire,,,,14,,,
125380,Ewell Castle School,Surrey,,,,z,,,
147236,Excellence Girls Academy,Stoke-on-Trent,,,,z,,,
135423,Excelsior Academy,Newcastle upon Tyne,18.8,41.2,22.4,154,69.9,40.0,576.0
141647,Exeter House Special School,Wiltshire,,,,3,,,
113654,Exeter Royal Academy for Deaf Education,Devon,,,,z,,,
113607,Exeter School,Devon,,,,z,,,
125794,Exhall Grange Specialist School,Warwickshire,6.7,9.5,2.8,15,,,
136612,Exmouth Community College,Devon,27.8,45.1,17.3,79,23.2,88.3,1856.0
145289,Expanse Learning Wigan School,Wigan,,,,z,,,
142930,FUEL,Nottingham,,,,z,,,
135240,Fair Ways School,Hampshire,,,,z,,,
136908,Fairfax,Birmingham,37.7,57.2,19.5,61,21.6,67.0,1053.0
141705,Fairfield High School,"Bristol, City of",18.3,57.2,38.9,60,29.4,45.2,489.0
140868,Fairfield High School,"Herefordshire, County of",31.8,55.3,23.5,22,17.4,89.7,549.0
136593,Fairfield High School for Girls,Tameside,49.1,61.9,12.8,57,33.4,46.8,464.0
136239,Fairfield House School,Trafford,,,,z,,,
107802,Fairfield School,Kirklees,,,,3,,,
101173,Fairley House School,Westminster,,,,z,,,
135623,Fairlight Glen Independent Special School,Kent,,,,z,,,
123940,Fairmead School,Somerset,,,,9,,,
139572,Fakenham Academy,Norfolk,16.1,41.2,25.1,31,24.8,91.3,678.0
117686,Falconer School,Hertfordshire,0.0,0.0,0.0,12,,,
149669,Falcons Learning,East Riding of Yorkshire,,,,z,,,
105837,Falinge Park High School,Rochdale,30.3,40.6,10.3,119,,,
137223,Falmouth School,Cornwall,13.8,54.7,40.9,29,22.5,87.2,779.0
140069,Fareham Academy,Hampshire,18.0,37.8,19.8,61,27.8,86.7,766.0
137993,Faringdon Community College,Oxfordshire,15.8,44.5,28.7,38,18.1,78.1,1121.0
136834,Farlingaye High School,Suffolk,12.1,46.5,34.4,58,17.8,83.1,1565.0
126126,Farlington School,West Sussex,,,,z,,,
137097,Farmor's School,Gloucestershire,20.0,52.7,32.7,20,10.9,85.4,890.0
116517,Farnborough Hill,Hampshire,,,,z,,,
146564,Farnborough Spencer Academy,Nottingham,24.0,53.8,29.8,75,41.1,71.6,714.0
126139,Farney Close School,West Sussex,,,,z,,,
144520,Farnham Heath End,Surrey,15.6,44.3,28.7,32,16.3,78.6,847.0
150268,Farringdon Community Academy,Sunderland,35.1,60.8,25.7,57,44.6,90.5,611.0
101685,Farringtons School,Bromley,,,,z,,,
117504,Fearnhill School,Hertfordshire,6.5,35.1,28.6,31,37.3,74.5,448.0
137729,Featherstone High School,Ealing,47.2,49.2,2.0,89,33.9,0.6,10.0
124899,Felixstowe International College,Suffolk,,,,z,,,
137321,Felixstowe School,Suffolk,13.6,32.1,18.5,66,26.6,84.4,1022.0
126080,Felpham Community College,West Sussex,9.3,32.6,23.3,43,19.8,77.3,1203.0
115395,Felsted School,Essex,,,,z,,,
150265,Fen Rivers Academy,Norfolk,,,,3,,,
145241,Fenton Grange School,North Yorkshire,,,,z,,,
145232,Fern House School,Enfield,,,,6,,,
113854,Ferndown Upper School,Dorset,32.7,48.5,15.8,49,21.7,88.6,1036.0
148631,Fernways School,Surrey,,,,z,,,
136724,Fernwood School,Nottingham,35.6,71.9,36.3,73,18.9,35.7,549.0
145253,Ferryhill School,County Durham,8.2,35.5,27.3,49,46.4,88.8,649.0
136962,Feversham Girls' Secondary Academy,Bradford,41.0,47.1,6.1,39,31.3,0.0,0.0
149152,Fieldgate School,Doncaster,,,,z,,,
149574,Fields Rise School,Kirklees,,,,z,,,
149205,Filey School,North Yorkshire,28.0,56.1,28.1,25,33.6,91.5,411.0
124892,Finborough School,Suffolk,,,,z,,,
141033,Finch Woods Academy,Knowsley,,,,16,,,
101362,Finchley Catholic High School,Barnet,71.4,79.6,8.2,21,13.7,38.9,464.0
100084,Fine Arts College,Camden,,,,z,,,
141939,Finham Park 2,Coventry,22.2,48.7,26.5,36,32.8,59.6,461.0
136963,Finham Park School,Coventry,37.5,65.4,27.9,32,12.5,46.2,788.0
151851,Fir Vale Academy,Sheffield,,,,z,,,
138925,Fir Vale School,Sheffield,13.5,32.1,18.6,133,71.6,1.3,13.0
139334,Firth Park Academy,Sheffield,16.8,33.3,16.5,119,53.9,37.8,440.0
146410,Firwood High School,Bolton,,,,16,,,
146392,Fitzharrys School,Oxfordshire,18.2,56.3,38.1,11,10.0,73.5,620.0
139322,Fitzwaryn School,Oxfordshire,,,,6,,,
119055,Five Acre Wood School,Kent,,,,29,,,
144013,Five Acres High School,Gloucestershire,35.1,61.3,26.2,37,27.0,94.9,767.0
123944,Fiveways Special School,Somerset,,,,4,,,
119771,Fleetwood High School,Lancashire,19.4,35.1,15.7,93,52.1,92.1,926.0
145501,Flegg High Ormiston Academy,Norfolk,27.6,43.8,16.2,29,22.9,74.3,509.0
135561,Flexible Learning School,Birmingham,,,,z,,,
136965,Flixton Girls School,Trafford,20.0,51.5,31.5,40,19.5,68.2,657.0
141247,Focus 1st Academy,Enfield,,,,z,,,
145420,Folkestone Academy,Kent,6.3,23.3,17.0,80,51.2,68.5,627.0
141859,Footsteps Trust,Haringey,,,,z,,,
126163,"Fordwater School, Chichester",West Sussex,,,,5,,,
119041,Foreland Fields School,Kent,,,,12,,,
137692,Forest Academy,Redbridge,24.0,43.6,19.6,50,31.0,16.5,136.0
142066,Forest Bridge School,Windsor and Maidenhead,,,,3,,,
143274,Forest Gate Community School,Newham,60.0,74.3,14.3,120,43.2,4.8,64.0
141328,Forest Hall School,Essex,31.0,36.7,5.7,29,29.3,87.7,414.0
100745,Forest Hill School,Lewisham,28.3,71.4,43.1,53,27.9,40.4,433.0
148332,Forest Moor School,North Yorkshire,,,,20,,,
104132,Forest Oak School,Solihull,,,,14,,,
150376,Forest Park School,County Durham,,,,z,,,
135823,Forest Park School,Hampshire,,,,5,,,
103110,Forest School,Waltham Forest,,,,z,,,
137905,Forest Way School,Leicestershire,,,,13,,,
142675,Forestwood School,Bury,,,,z,,,
140547,Forge Valley School,Sheffield,33.3,61.3,28.0,57,26.7,78.2,1199.0
137436,Formby High School,Sefton,20.0,75.2,55.2,30,14.4,90.4,997.0
136337,Fort Pitt Grammar School,Medway,72.7,87.2,14.5,22,14.3,63.9,631.0
143435,Fortis Academy,Birmingham,19.9,36.4,16.5,156,51.2,21.9,283.0
102156,Fortismere School,Haringey,33.3,71.5,38.2,39,13.4,18.5,326.0
137493,Fosse Way School,Bath and North East Somerset,0.0,0.0,0.0,10,,,
148497,Fountain Head House School,Cornwall,,,,z,,,
149430,Fountaindale School,Nottinghamshire,,,,c,,,
139047,Four Dwellings Academy,Birmingham,28.8,46.2,17.4,73,64.7,30.9,171.0
140836,Fowey River Academy,Cornwall,19.5,38.6,19.1,41,30.9,88.8,587.0
103625,Fox Hollies School,Birmingham,,,,13,,,
111496,Fox Wood Special School,Warrington,,,,c,,,
105131,Foxfield School,Wirral,,,,17,,,
148029,Foxfields Academy,Leicestershire,,,,c,,,
146436,Foxford Community School,Coventry,33.3,40.2,6.9,75,39.3,37.2,394.0
138661,Foxwood Academy,Nottinghamshire,0.0,0.0,0.0,6,,,
145776,Framingham Earl High School,Norfolk,15.4,61.7,46.3,26,16.1,89.8,720.0
124884,Framlingham College,Suffolk,,,,z,,,
137696,Framwellgate School Durham,County Durham,10.4,49.1,38.7,48,23.9,88.2,1100.0
101158,Francis Holland School,Westminster,,,,z,,,
101161,Francis Holland School,Westminster,,,,z,,,
123332,Frank Wise School,Oxfordshire,,,,2,,,
137448,Fred Longworth High School,Wigan,25.0,49.5,24.5,48,22.6,89.5,1153.0
121256,Fred Nicholson School,Norfolk,,,,17,,,
103094,Frederick Bremer School,Waltham Forest,34.0,52.5,18.5,50,30.9,29.4,259.0
145109,Frederick Gent School,Derbyshire,15.0,48.2,33.2,40,33.7,89.8,719.0
118097,Frederick Gough School,North Lincolnshire,17.5,44.6,27.1,80,28.5,92.2,1229.0
146220,Frederick Holmes School,"Kingston upon Hull, City of",,,,4,,,
147541,Freebrough Academy,Redcar and Cleveland,49.1,66.7,17.6,55,40.7,95.2,782.0
125477,Freemantles School,Surrey,,,,5,,,
137002,Freman College,Hertfordshire,20.8,55.7,34.9,24,11.3,88.3,902.0
125338,Frensham Heights School,Surrey,,,,z,,,
135839,Freshsteps Independent school,Enfield,,,,z,,,
114635,Frewen College,East Sussex,,,,z,,,
140277,Friars Academy,North Northamptonshire,,,,15,,,
101345,Friern Barnet School,Barnet,20.0,34.8,14.8,50,37.4,17.0,109.0
145966,Friesland School,Derbyshire,13.7,45.9,32.2,51,28.8,83.7,1034.0
116442,Frogmore Community College,Hampshire,25.0,43.1,18.1,24,,,
150667,Frome Community College,Somerset,21.2,47.2,26.0,66,23.2,81.9,1052.0
150752,Fromefield Manor School,Somerset,,,,z,,,
137904,Fulbrook School,Central Bedfordshire,21.4,40.7,19.3,14,15.9,73.1,405.0
144711,Fulford School,York,33.3,67.4,34.1,30,8.9,77.0,1359.0
139364,Fulham Cross Academy,Hammersmith and Fulham,30.2,59.6,29.4,43,40.8,15.1,90.0
139365,Fulham Cross Girls' School and Language College,Hammersmith and Fulham,47.7,58.2,10.5,44,46.6,9.6,45.0
137003,Fullbrook School,Surrey,18.8,64.7,45.9,32,13.6,68.3,933.0
120298,Fullhurst Community College,Leicester,25.0,41.3,16.3,108,37.6,45.3,685.0
136324,Fulston Manor School,Kent,5.7,24.5,18.8,53,24.3,81.0,1073.0
135936,Fulwood Academy,Lancashire,16.4,43.6,27.2,61,42.8,42.3,396.0
135940,Furness Academy,Westmorland and Furness,16.2,43.9,27.7,68,29.5,96.0,1141.0
108426,Furrowfield School,Gateshead,,,,14,,,
110585,Furze Down School,Buckinghamshire,0.0,0.0,0.0,11,,,
137740,Furze Platt Senior School,Windsor and Maidenhead,21.2,56.3,35.1,52,18.6,57.9,895.0
135876,Future Academies Watford,Hertfordshire,16.4,39.8,23.4,61,34.2,59.8,609.0
135859,Future Education,Norfolk,,,,z,,,
140886,Futures Institute Banbury,Oxfordshire,23.5,46.7,23.2,17,31.2,57.9,70.0
121733,Fyling Hall School,North Yorkshire,,,,z,,,
149469,G.E.M Hereford,"Herefordshire, County of",,,,z,,,
147655,GLADE School,Hampshire,,,,z,,,
130855,Gable End,Suffolk,,,,z,,,
118944,Gad's Hill School,Kent,,,,z,,,
140904,Ganton School,"Kingston upon Hull, City of",,,,12,,,
136343,Garforth Academy,Leeds,39.0,71.9,32.9,59,16.8,83.1,1563.0
101103,Garratt Park School,Wandsworth,0.0,0.0,0.0,30,,,
137342,Garstang Community Academy,Lancashire,16.0,50.8,34.8,25,18.6,93.0,745.0
117667,Garston Manor School,Hertfordshire,0.0,0.0,0.0,17,,,
110069,Garth Hill College,Bracknell Forest,16.0,42.2,26.2,50,20.6,62.1,915.0
138155,Gartree High School,Leicestershire,27.6,72.9,45.3,29,13.5,38.5,350.0
150956,Gateacre School,Liverpool,,,,z,41.1,83.4,1003.0
104700,Gateacre School,Liverpool,20.0,37.1,17.1,105,,,
108414,Gateshead Jewish Boarding School,Gateshead,,,,z,,,
108104,Gateways School,Leeds,,,,z,,,
144095,Gaynes School,Havering,40.0,64.2,24.2,15,22.8,52.9,250.0
136906,George Abbot School,Surrey,37.5,71.6,34.1,24,9.3,68.1,1319.0
138695,George Dixon Academy,Birmingham,12.6,22.0,9.4,127,62.7,1.6,17.0
137079,George Eliot Academy,Warwickshire,12.2,58.2,46.0,41,36.1,73.2,621.0
100974,George Green's School,Tower Hamlets,46.2,63.5,17.3,130,50.9,12.6,159.0
141993,George Hastwell School Special Academy,Westmorland and Furness,,,,c,,,
145106,George Mitchell School,Waltham Forest,46.3,47.4,1.1,41,36.1,4.7,47.0
146819,George Pindar School,North Yorkshire,10.4,22.1,11.7,48,37.7,91.5,665.0
135234,George Salter Academy,Sandwell,22.0,36.5,14.5,100,38.0,17.5,251.0
136291,George Spencer Academy,Nottinghamshire,36.4,60.2,23.8,44,17.5,67.2,1097.0
108639,George Stephenson High School,North Tyneside,15.4,48.7,33.3,39,27.5,90.6,1051.0
144738,Gesher School,Harrow,,,,z,,,
121740,Giggleswick School,North Yorkshire,,,,z,,,
139796,Gildredge House,East Sussex,18.2,53.0,34.8,33,18.6,61.4,717.0
113882,Gillingham School,Dorset,26.7,47.1,20.4,60,19.9,86.2,1440.0
137921,Gillotts School,Oxfordshire,45.8,81.0,35.2,24,10.3,74.4,683.0
102157,Gladesmore Community School,Haringey,30.7,36.7,6.0,137,50.0,4.0,49.0
149106,Glebe Farm School,Milton Keynes,,,,0,22.3,40.0,363.0
144893,Glebe School,Bromley,0.0,0.0,0.0,28,,,
136220,Glebedale School,Stoke-on-Trent,,,,z,,,
150437,Glebelands School,Surrey,7.7,58.5,50.8,13,10.5,82.2,623.0
147840,Glendinning Academy,Devon,0.0,6.7,6.7,7,,,
140008,Glenmoor Academy,"Bournemouth, Christchurch and Poole",58.1,85.4,27.3,43,22.8,72.8,649.0
136914,Glenthorne High School,Sutton,60.0,78.6,18.6,50,13.4,38.6,688.0
116639,Glenwood School,Hampshire,0.0,0.0,0.0,14,,,
115469,Glenwood School,Essex,,,,6,,,
142887,Global Academy,Hillingdon,19.0,34.7,15.7,21,34.0,38.6,191.0
147157,Glossopdale School and Sixth Form,Derbyshire,15.7,41.6,25.9,51,30.2,94.6,1140.0
148036,Gloucester Academy,Gloucestershire,16.2,32.0,15.8,74,47.3,48.8,457.0
143106,Gloverspiece School,Worcestershire,,,,z,,,
136534,Glyn School,Surrey,45.5,68.5,23.0,22,7.6,59.5,1006.0
139521,Glyne Gap School,East Sussex,,,,4,,,
126519,Godolphin School,Wiltshire,,,,z,,,
145297,Goffs - Churchgate Academy,Hertfordshire,23.7,36.7,13.0,38,33.6,59.1,354.0
137532,Goffs Academy,Hertfordshire,43.2,49.7,6.5,44,18.7,56.0,899.0
106525,Golborne High School,Wigan,23.3,51.1,27.8,43,23.1,84.7,971.0
136552,Goldington Academy,Bedford,46.7,70.5,23.8,45,22.7,50.0,471.0
119042,Goldwyn School,Kent,0.0,0.0,0.0,31,,,
146624,Goodwin Academy,Kent,9.9,24.4,14.5,81,46.3,91.6,760.0
145929,Goole Academy,East Riding of Yorkshire,32.0,60.8,28.8,50,27.3,76.1,960.0
136856,Gordano School,North Somerset,16.0,53.5,37.5,25,9.1,85.6,1794.0
139151,Gordon's School,Surrey,9.1,82.8,73.7,11,2.9,57.4,563.0
140962,Goresbrook School,Barking and Dagenham,45.2,71.1,25.9,31,30.2,15.6,162.0
125452,Gosden House School,Surrey,,,,4,,,
115396,Gosfield School,Essex,,,,z,,,
138897,Gosford Hill School,Oxfordshire,20.7,47.9,27.2,29,22.1,59.6,505.0
136352,Gosforth Academy,Newcastle upon Tyne,37.3,69.3,32.0,75,19.2,69.6,1342.0
135599,Gospel Oak School,Sandwell,9.6,22.6,13.0,83,44.6,64.5,781.0
135335,Grace Academy Coventry,Coventry,30.0,28.4,-1.6,70,43.4,33.8,345.0
135956,Grace Academy Darlaston,Walsall,21.8,36.2,14.4,78,50.7,55.8,596.0
129342,Grace Academy Solihull,Solihull,22.7,51.9,29.2,66,48.5,77.8,680.0
147178,Grace College,Gateshead,19.5,54.7,35.2,82,40.5,80.7,925.0
148394,Grace Garden School,"Bristol, City of",,,,z,,,
152096,Grafham Grange School,Surrey,,,,z,,,
145383,Grafham Grange School,Surrey,0.0,0.0,0.0,10,,,
146769,Graham School,North Yorkshire,11.7,35.9,24.2,60,36.9,76.3,739.0
139374,Grange Academy,Bedford,0.0,0.0,0.0,7,,,
119051,Grange Park School,Kent,0.0,27.8,27.8,6,,,
145845,Grange School,Manchester,,,,20,,,
134937,Granta School,Cambridgeshire,,,,5,,,
141254,Grantham Additional Needs Fellowship,Lincolnshire,0.0,0.0,0.0,14,,,
144533,Granville Academy,Derbyshire,30.9,56.8,25.9,55,34.8,89.3,812.0
116588,Grateley House School,Hampshire,,,,z,,,
137005,Graveney School,Wandsworth,50.0,85.3,35.3,54,17.1,34.9,818.0
137099,Gravesend Grammar School,Kent,100.0,91.2,-8.8,16,9.7,38.1,569.0
115239,Grays Convent High School,Thurrock,54.5,62.6,8.1,22,19.6,16.1,105.0
135508,Great Academy Ashton,Tameside,19.6,37.5,17.9,102,47.0,53.2,691.0
119878,Great Arley School,Lancashire,,,,8,,,
136904,Great Baddow High School,Essex,37.2,59.7,22.5,43,16.7,81.5,1246.0
126130,Great Ballard School,West Sussex,,,,z,,,
135753,Great Howarth School,Rochdale,,,,z,,,
136964,Great Marlow School,Buckinghamshire,27.0,51.5,24.5,37,16.4,76.5,1092.0
146806,Great Oaks College,Staffordshire,,,,z,,,
144205,Great Oaks School,Southampton,0.0,0.0,0.0,35,,,
133539,Great Oaks Small School,Kent,,,,z,,,
143923,Great Park Academy,Newcastle upon Tyne,,,,0,9.8,73.1,239.0
139152,Great Sankey High School,Warrington,28.6,51.1,22.5,42,10.2,75.5,1576.0
137228,Great Torrington School,Devon,17.5,40.6,23.1,40,24.6,92.9,824.0
145883,Great Western Academy,Swindon,15.0,45.2,30.2,20,15.7,70.5,723.0
144988,Great Wyrley Academy,Staffordshire,17.9,30.9,13.0,28,31.6,88.7,508.0
142883,Great Yarmouth Charter Academy,Norfolk,27.9,42.3,14.4,86,54.2,62.2,557.0
146773,Greater Manchester Independent School,Oldham,,,,z,,,
142902,Greater Peterborough UTC,Peterborough,25.9,23.3,-2.6,27,36.2,44.3,208.0
142908,Greatfields School,Barking and Dagenham,34.4,46.3,11.9,64,33.3,8.7,107.0
135688,Green Heath School,Birmingham,,,,z,,,
111495,Green Lane Community Special School,Warrington,,,,11,,,
148654,Green Meadows Academy,Leeds,0.0,0.0,0.0,15,,,
131164,Green Oak Academy,Birmingham,,,,z,,,
104415,Green Park School,Wolverhampton,,,,8,,,
141704,Greenacre School,Barnsley,,,,16,,,
150870,Greenacre School,Medway,8.9,21.6,12.7,56,27.1,73.9,636.0
137604,Greenbank High School,Sefton,31.6,54.7,23.1,38,19.7,82.1,849.0
111503,Greenbank School,Cheshire West and Chester,0.0,0.0,0.0,10,,,
149962,Greenfield Academy,County Durham,14.3,44.6,30.3,56,56.8,88.2,567.0
139316,Greenfields Academy,Lincolnshire,,,,9,,,
114659,Greenfields School,East Sussex,,,,z,,,
131780,Greenfields School,Kent,,,,z,,,
141726,Greenfields Specialist School for Communication,West Northamptonshire,,,,6,,,
101940,Greenford High School,Ealing,46.3,56.3,10.0,95,39.4,5.1,103.0
135801,Greenholm School,Sutton,,,,z,,,
136800,Greenshaw High School,Sutton,56.6,75.8,19.2,83,28.5,29.0,568.0
117690,Greenside School,Hertfordshire,,,,3,,,
135652,Greensward Academy,Essex,39.5,58.4,18.9,38,11.6,87.0,1404.0
100765,Greenvale School,Lewisham,,,,19,,,
132066,Greenwich Waldorf School,Greenwich,,,,z,,,
139048,Greenwood Academy,Birmingham,11.0,31.7,20.7,109,54.2,60.0,565.0
133386,Greig City Academy,Haringey,24.3,27.8,3.5,74,35.3,7.2,85.0
121222,Gresham's School,Norfolk,,,,z,,,
136047,Gretton School,Cambridgeshire,,,,z,,,
138825,Grey Court School,Richmond upon Thames,50.0,81.9,31.9,22,11.3,48.9,797.0
146800,Greyfriars Catholic School,Oxfordshire,18.5,33.3,14.8,27,28.8,18.5,124.0
149897,Grove Academy,Slough,25.6,43.3,17.7,39,30.7,2.8,31.0
141945,Grove House School,Essex,,,,3,,,
114688,Grove Park School,East Sussex,,,,6,,,
149952,Grow Independent School,Lancashire,,,,z,,,
139193,Guildford County School,Surrey,10.0,67.8,57.8,10,8.3,59.9,713.0
125342,Guildford High School,Surrey,,,,z,,,
137333,Guildhouse School,Camden,,,,z,,,
136489,Guilsborough Academy,West Northamptonshire,25.8,44.2,18.4,31,14.5,86.1,1085.0
108085,Guiseley School,Leeds,20.0,57.3,37.3,30,12.4,85.9,1226.0
137928,"Gumley House RC Convent School, FCJ",Hounslow,46.7,69.3,22.6,30,23.5,20.0,215.0
102545,Gunnersbury Catholic School,Hounslow,56.5,84.2,27.7,23,15.0,22.1,273.0
136329,Guru Nanak Sikh Academy,Hillingdon,37.5,54.8,17.3,32,16.3,0.1,2.0
137385,Gust Independent School,Northumberland,,,,z,,,
135582,Haberdashers' Abraham Darby,Telford and Wrekin,16.7,41.7,25.0,72,43.5,76.6,810.0
137446,Haberdashers' Adams,Telford and Wrekin,,,,4,3.4,43.3,464.0
147073,Haberdashers' Borough Academy,Southwark,32.9,51.6,18.7,82,47.3,21.0,193.0
117648,Haberdashers' Boys' School,Hertfordshire,,,,z,,,
135951,Haberdashers' Crayford Academy,Bexley,21.7,46.9,25.2,46,35.5,49.8,537.0
117649,Haberdashers' Girls' School,Hertfordshire,,,,z,,,
135073,Haberdashers' Hatcham College,Lewisham,34.3,62.8,28.5,67,32.0,22.0,308.0
135070,Haberdashers' Knights Academy,Lewisham,27.5,40.7,13.2,80,45.3,12.0,136.0
136918,Hadleigh High School,Suffolk,24.1,44.1,20.0,29,22.1,84.1,615.0
144853,Hadley Learning Community - Secondary Phase,Telford and Wrekin,14.1,33.9,19.8,71,31.3,58.7,733.0
