school_urn,school_laestab,school_name,la_code,la_name,disadvantaged_pupils,disadvantaged_good_pass_pct,non_disadvantaged_good_pass_pct,all_pupils_good_pass_pct,gap_pp
137474,8865444,Barton Court Grammar School,E10000016,Kent,11,63.6,86.5,84.9,22.9
149039,8864028,Barton Manor School,E10000016,Kent,0,,,,
103606,3307016,Baskerville School,E08000025,Birmingham,11,0,0,0,0.0
137427,8735401,Bassingbourn Village College,E10000003,Cambridgeshire,20,30,55.9,51.6,25.9
136265,3056082,Baston House School,E09000006,Bromley,z,,,,
117674,9197016,Batchwood School,E10000015,Hertfordshire,12,0,18.2,,18.2
138147,8006015,Bath Academy,E06000022,Bath and North East Somerset,z,,,,
137424,3824048,Batley Girls' High School,E08000034,Kirklees,70,30,46.5,,16.5
137487,3826012,Batley Grammar School,E08000034,Kirklees,46,26.1,50,43.9,23.9
114622,8456018,Battle Abbey School,E10000011,East Sussex,z,,,,
144367,8854014,Baxter College,E10000034,Worcestershire,41,14.6,30.6,25.2,16.0
144646,8884022,Bay Leadership Academy,E10000017,Lancashire,59,22,35.8,29.2,13.8
116617,8507032,Baycroft School,E10000014,Hampshire,26,0,0,,0.0
137259,8714082,Baylis Court School,E06000039,Slough,40,47.5,62.5,,15.0
118109,8134491,Baysgarth School,E06000013,North Lincolnshire,69,23.2,48.9,41.9,25.7
109409,8027039,Baytree School,E06000024,North Somerset,c,,,,
148551,8266020,Baytul Ilm Secondary School,E06000042,Milton Keynes,z,,,,
139649,8124000,Beacon Academy,E06000012,North East Lincolnshire,55,14.5,22.2,17.8,7.7
137982,8454026,Beacon Academy,E10000011,East Sussex,39,35.9,65.7,62.7,29.8
100453,2064112,Beacon High,E09000019,Islington,60,13.3,23.5,16.2,10.2
137705,3325403,Beacon Hill Academy,E08000027,Dudley,70,24.3,59.1,45.8,34.8
138736,8837072,Beacon Hill Academy,E06000034,Thurrock,3,,,,
112375,9424001,Beacon Hill Community School,E06000063,Cumberland,11,18.2,10.5,14.3,-7.7
131544,3927008,Beacon Hill School,E08000022,North Tyneside,9,,,,
147733,3816023,Beacon Lights Schools,E08000033,Calderdale,z,,,,
140893,8255402,Beaconsfield High School,E06000060,Buckinghamshire,13,100,99.4,,-0.6
140575,3174030,Beal High School,E09000026,Redbridge,70,41.4,63,59.6,21.6
113884,8384505,Beaminster School,E06000059,Dorset,28,10.7,53.9,45.5,43.2
139196,8774002,Beamont Collegiate Academy,E06000007,Warrington,67,28.4,44.5,38.7,16.1
100989,2117168,Beatrice Tate School,E09000030,Tower Hamlets,9,,,,
139624,8554045,Beauchamp College,E10000018,Leicestershire,44,47.7,66,63.8,18.3
115322,8815406,Beauchamps High School,E10000012,Essex,32,31.3,55.7,52.5,24.4
113956,8385950,Beaucroft Foundation School,E06000059,Dorset,6,,,,
138093,8417031,Beaumont Hill Academy,E06000005,Darlington,15,0,0,0,0.0
120281,8564242,Beaumont Leys School,E06000016,Leicester,68,16.2,50,39.6,33.8
138286,9194043,Beaumont School,E10000015,Hertfordshire,14,21.4,77.3,73.6,55.9
138274,9354016,Beccles High School,E10000029,Suffolk,29,6.9,26.3,19.4,19.4
138239,8814005,Becket Keys Church of England Free School,E10000012,Essex,21,38.1,73.2,69,35.1
143112,3804032,Beckfoot Oakbank,E08000032,Bradford,114,14.9,34,26.7,19.1
139975,3804064,Beckfoot School,E08000032,Bradford,45,37.8,61.7,58.1,23.9
143114,3804040,Beckfoot Thornton,E08000032,Bradford,91,24.2,40.7,34.9,16.5
142031,3804025,Beckfoot Upper Heaton,E08000032,Bradford,56,17.9,40,31.6,22.1
148772,3065951,Beckmead College,E09000008,Croydon,21,,,,
145591,3067004,Beckmead Park Academy,E09000008,Croydon,6,,,,
121670,8154052,Bedale High School,E06000065,North Yorkshire,17,29.4,41.7,40.6,12.3
116527,8506007,Bedales School,E10000014,Hampshire,z,,,,
135619,9296905,Bede Academy,E06000057,Northumberland,56,30.4,54.5,48,24.1
114657,8456006,Bede's Senior School,E10000011,East Sussex,z,,,,
142687,3145950,Bedelsford School,E09000021,Kingston upon Thames,4,,,,
136085,8226905,Bedford Academy,E06000055,Bedford,81,32.1,41.2,39.3,9.1
138228,8224001,Bedford Free School,E06000055,Bedford,28,17.9,44.3,37.2,26.4
109727,8226012,Bedford Girls' School,E06000055,Bedford,z,,,,
109717,8226004,Bedford Greenacre Independent School,E06000055,Bedford,z,,,,
106523,3594019,Bedford High School,E08000010,Wigan,75,36,54.5,48.5,18.5
109728,8226011,Bedford Modern School,E06000055,Bedford,z,,,,
109718,8226002,Bedford School,E06000055,Bedford,z,,,,
144977,9294008,Bedlington Academy,E06000057,Northumberland,45,31.1,50,44.9,18.9
138204,8014037,Bedminster Down School,E06000023,"Bristol, City of",71,22.5,49.1,39.1,26.6
131181,8866073,Beech Grove School,E10000016,Kent,z,,,,
111474,8956008,Beech Hall School,E06000049,Cheshire East,z,,,,
105855,3546001,Beech House School,E08000005,Rochdale,z,,,,
139414,8686021,Beech Lodge School,E06000040,Windsor and Maidenhead,z,,,,
150011,3807032,Beechcliffe Special School,E08000032,Bradford,23,0,0,0,0.0
146972,8004006,Beechen Cliff School,E06000022,Bath and North East Somerset,21,52.4,66.2,,13.8
143327,8714085,Beechwood School,E06000039,Slough,49,22.4,30.9,28.8,8.5
118949,8866011,Beechwood School,E10000016,Kent,z,,,,
136236,8736028,Begdale House School,E10000003,Cambridgeshire,z,,,,
102171,2046399,Beis Chinuch Lebonos Girls School,E09000012,Hackney,z,,,,
135168,3556054,Beis Hatalmud School,E08000006,Salford,z,,,,
136117,3556006,Beis Malka Girls school,E08000006,Salford,z,,,,
100295,2046337,Beis Malka Girls' School,E09000012,Hackney,z,,,,
140492,3026007,Beis Medrash Elyon,E09000003,Barnet,z,,,,
100293,2046296,Beis Rochel d'Satmar Girls' School,E09000012,Hackney,z,,,,
136086,3556057,Beis Ruchel Girls School,E08000006,Salford,z,,,,
131342,2046400,Beis Trana Girls' School,E09000012,Hackney,z,,,,
138698,3554018,Beis Yaakov High School,E08000006,Salford,2,,,,
138174,8825434,Belfairs Academy,E06000033,Southend-on-Sea,40,22.5,48.4,46.7,25.9
109382,8016019,Belgrave School,E06000023,"Bristol, City of",z,,,,
138087,3804041,Belle Vue Girls' Academy,E08000032,Bradford,73,27.4,35.2,,7.8
138183,3414787,Bellerive FCJ Catholic College,E08000012,Liverpool,39,25.6,48.5,,22.9
114308,8404185,Belmont Community School,E06000047,County Durham,50,36,71.7,59.9,35.7
131697,3207011,Belmont Park School,E09000031,Waltham Forest,13,0,,0,
131025,8886029,Belmont School,E10000017,Lancashire,z,,,,
147577,9167023,Belmont School,E10000013,Gloucestershire,9,,,,
147471,8786082,Belong School Devon,E10000008,Devon,z,,,,
146671,9166025,Belong School Gloucestershire,E10000013,Gloucestershire,z,,,,
112989,8305404,Belper School and Sixth Form Centre,E10000007,Derbyshire,35,17.1,50,45.8,32.9
146506,8934396,Belvidere School,E06000051,Shropshire,46,23.9,37.4,35.3,13.5
101965,3077005,Belvue School,E09000009,Ealing,18,,,,
118939,8866002,Benenden School,E10000016,Kent,z,,,,
144271,3914480,Benfield School,E08000021,Newcastle upon Tyne,117,16.2,37.9,24,21.7
142759,9354045,Benjamin Britten Academy of Music and Mathematics,E10000029,Suffolk,72,26.4,54,46.5,27.6
135805,8256042,Benjamin College,E06000060,Buckinghamshire,z,,,,
146052,8307014,Bennerley Fields School,E10000007,Derbyshire,5,,,,
136603,8865464,Bennett Memorial Diocesan School,E10000016,Kent,34,26.5,61.8,57.4,35.3
101851,3067000,Bensham Manor School,E09000008,Croydon,27,0,0,0,0.0
137178,3104032,Bentley Wood High School,E09000015,Harrow,69,46.4,69.7,,23.3
108083,3834106,Benton Park School,E08000035,Leeds,40,17.5,50,44.4,32.5
107169,3737010,Bents Green School,E08000019,Sheffield,44,2.3,0,1.7,-2.3
145192,3116002,Bep Academy,E09000016,Havering,z,,,,
149028,8506106,Bere Clinic School,E10000014,Hampshire,z,,,,
117604,9196005,Berkhamsted School,E10000015,Hertfordshire,z,,,,
137598,9294437,Berwick Academy,E06000057,Northumberland,43,20.9,40.2,34.8,19.3
101388,3026092,Beth Jacob Grammar School for Girls,E09000003,Barnet,z,,,,
107168,3736027,Bethany School,E08000019,Sheffield,z,,,,
118978,8866036,Bethany School,E10000016,Kent,z,,,,
136334,3035403,Beths Grammar School,E09000004,Bexley,27,100,97.6,,-2.4
115821,9167015,Bettridge School,E10000013,Gloucestershire,3,,,,
149194,8936045,Bettws Lifehouse,E06000051,Shropshire,z,,,,
136995,8114625,Beverley Grammar School,E06000011,East Riding of Yorkshire,20,25,52.5,,27.5
118072,8114050,Beverley High School,E06000011,East Riding of Yorkshire,29,20.7,57.6,,36.9
111773,8067003,Beverley School,E06000002,Middlesbrough,3,,,0,
138895,8454044,Bexhill High Academy,E10000011,East Sussex,96,21.9,40.5,34.3,18.6
136369,3034000,Bexley Grammar School,E09000004,Bexley,8,100,98.1,98.2,-1.9
137138,3034002,Bexleyheath Academy,E09000004,Bexley,51,23.5,32.8,29.6,9.3
109690,8224124,Biddenham International School and Sports College,E06000055,Bedford,71,28.2,40.2,35.8,12.0
139839,3944067,Biddick Academy,E08000024,Sunderland,76,22.4,48.2,39.2,25.8
137356,8604143,Biddulph High School,E10000028,Staffordshire,45,28.9,37.5,35.6,8.6
142540,8784019,Bideford College,E10000008,Devon,70,25.7,61.4,50.2,35.7
113643,8787044,Bidwell Brook School,E10000008,Devon,6,,,,
141411,3206005,Big Creative Independent School,E09000031,Waltham Forest,z,,,,
140436,9417020,Billing Brook Special School,E06000062,West Northamptonshire,13,,,,
145575,9374014,Bilton School,E10000031,Warwickshire,66,21.2,51.8,43.1,30.6
107439,3805400,Bingley Grammar School,E08000032,Bradford,75,30.7,49.8,46.6,19.1
134640,8557215,Birch Wood (Melton Area Special School),E10000018,Leicestershire,9,0,0,,0.0
148220,8614046,Birches Head Academy,E06000021,Stoke-on-Trent,86,11.6,21.2,17.7,9.6
103591,3306083,Birchfield Independent Girls' School,E08000025,Birmingham,z,,,,
123616,8936014,Birchfield School,E06000051,Shropshire,z,,,,
139840,8774226,Birchwood Community High School,E06000007,Warrington,51,27.5,50.5,44.6,23.0
137637,9194200,Birchwood High School,E10000015,Hertfordshire,39,23.1,45.1,43.8,22.0
148566,8776014,Birchwood School,E06000007,Warrington,z,,,,
137297,3434108,Birkdale High School,E08000014,Sefton,37,27,65.5,,38.5
107163,3736005,Birkdale School,E08000019,Sheffield,z,,,,
135877,3446905,Birkenhead High School Academy,E08000015,Wirral,28,32.1,48.6,,16.5
136411,3444798,Birkenhead Park School,E08000015,Wirral,94,25.5,40.9,27.9,15.4
105123,3446023,Birkenhead School,E08000015,Wirral,z,,,,
143418,3306032,Birmingham Independent College,E08000025,Birmingham,z,,,,
136944,3304000,Birmingham Ormiston Academy,E08000025,Birmingham,31,54.8,61.3,60.2,6.5
105280,3507007,Birtenshaw School Bolton,E08000001,Bolton,z,,,,
145182,3416011,Birtenshaw School Merseyside,E08000012,Liverpool,z,,,,
130657,8408002,Bishop Auckland College,E06000047,County Durham,1,,,,
148706,8404162,Bishop Barrington Academy,E06000047,County Durham,59,10.2,36.2,26.1,26.0
103560,3305413,Bishop Challoner Catholic College,E08000025,Birmingham,73,41.1,61,55.8,19.9
150606,2114726,Bishop Challoner Catholic School,E09000030,Tower Hamlets,119,37,58.4,44.9,21.4
116478,8504604,Bishop Challoner Catholic Secondary School,E10000014,Hampshire,21,28.6,74,68.6,45.4
143082,3025408,Bishop Douglass School Finchley,E09000003,Barnet,43,41.9,60.5,53.2,18.6
136851,9334100,Bishop Fox's School,E06000066,Somerset,43,18.6,51.1,45,32.5
111424,8964158,Bishop Heber High School,E06000050,Cheshire West and Chester,18,50,55.9,,5.9
136466,3054604,Bishop Justus CofE School,E09000006,Bromley,67,19.4,33.6,30.3,14.2
140472,9384604,"Bishop Luffa School, Chichester",E10000032,West Sussex,21,9.5,64,59.7,54.5
140126,3324800,Bishop Milner Catholic College,E08000027,Dudley,37,21.6,45.5,40.3,23.9
138107,8854754,Bishop Perowne CofE College,E10000034,Worcestershire,77,15.6,39.5,29.4,23.9
137407,3124600,Bishop Ramsey Church of England School,E09000017,Hillingdon,23,26.1,63.8,59.6,37.7
137296,8884626,Bishop Rawstorne Church of England Academy,E10000017,Lancashire,21,47.6,74.9,71.9,27.3
137086,9404601,Bishop Stopford School,E06000061,North Northamptonshire,17,29.4,69.2,67.6,39.8
102052,3084702,Bishop Stopford's School,E09000010,Enfield,49,22.4,35.7,28.3,13.3
100638,2085401,Bishop Thomas Grant Catholic Secondary School,E09000022,Lambeth,48,41.7,69,61.6,27.3
147345,3314701,Bishop Ullathorne Catholic School,E08000026,Coventry,36,36.1,62,57.3,25.9
137988,3304660,Bishop Vesey's Grammar School,E08000025,Birmingham,17,88.2,98.3,,10.1
140524,3304661,Bishop Walsh Catholic School,E08000025,Birmingham,26,46.2,67.8,65.1,21.6
136500,8655413,Bishop Wordsworth's Church of England Grammar School,E06000054,Wiltshire,10,90,97.3,,7.3
144809,3834076,Bishop Young Church of England Academy,E08000035,Leeds,88,23.9,38.8,31.1,14.9
137757,9194099,Bishop's Hatfield Girls' School,E10000015,Hertfordshire,29,34.5,59.8,,25.3
117605,9196007,Bishop's Stortford College,E10000015,Hertfordshire,z,,,,
137633,3125400,Bishopshalt School,E09000017,Hillingdon,44,68.2,71.6,71.4,3.4
149322,9317008,Bishopswood School,E10000025,Oxfordshire,3,,,,
116458,8524278,Bitterne Park School,E06000045,Southampton,99,15.2,43.4,35.8,28.2
146936,8894799,Blackburn Central High School,E06000008,Blackburn with Darwen,66,28.8,38.2,33.9,9.4
137965,3034008,Blackfen School for Girls,E09000004,Bexley,30,13.3,42.4,,29.1
133392,8786202,Blackford Education (Schools) Ltd t/a the Libra School,E10000008,Devon,z,,,,
141448,8607026,Blackfriars Academy,E10000028,Staffordshire,7,,,,
100756,2036295,Blackheath High School GDST,E09000011,Greenwich,z,,,,
141132,8904002,Blackpool Aspire Academy,E06000009,Blackpool,97,24.7,34.4,30.1,9.7
143039,3306026,Blackwater Academy,E08000025,Birmingham,z,,,,
111396,8964006,"Blacon High School, A Specialist Sports College",E06000050,Cheshire West and Chester,59,13.6,20.3,16.8,6.7
113019,8306009,Bladon House School,E10000007,Derbyshire,z,,,,
147219,8014013,Blaise High School,E06000023,"Bristol, City of",69,39.1,60.9,51.8,21.8
102175,3097000,Blanche Nevile School,E09000014,Haringey,4,,,,
114606,8464067,Blatchington Mill School,E06000043,Brighton and Hove,66,34.8,68.7,64.3,33.9
137906,9365417,Blenheim High School,E10000030,Surrey,39,20.5,52.7,47.1,32.2
149032,8764006,Blessed Carlo Acutis Catholic and Church of England Academy,E06000006,Halton,32,3.1,31.7,18.8,28.6
116999,8855402,Blessed Edward Oldcorne Catholic College,E10000034,Worcestershire,33,18.2,66.5,60.4,48.3
141146,9314600,Blessed George Napier Catholic School and Sixth Form,E10000025,Oxfordshire,20,25,45.4,44,20.4
110107,8705411,Blessed Hugh Faringdon Catholic School,E06000038,Reading,37,10.8,46.3,39.9,35.5
136432,3534608,Blessed John Henry Newman Roman Catholic College,E08000004,Oldham,103,22.3,44.2,37.2,21.9
146235,8604710,Blessed Robert Sutton Catholic Voluntary Academy,E10000028,Staffordshire,19,21.1,52.8,46.5,31.7
106376,3585403,Blessed Thomas Holford Catholic College,E08000009,Trafford,42,9.5,48.4,42.3,38.9
147581,8884804,"Blessed Trinity Roman Catholic College, A Voluntary Academy",E10000017,Lancashire,74,10.8,34.3,28.2,23.5
142193,8604607,Blessed William Howard Catholic School,E10000028,Staffordshire,41,36.6,57.7,52.1,21.1
102694,3156076,Blossom House School,E09000024,Merton,z,,,,
149826,9317009,Bloxham Grove Academy,E10000025,Oxfordshire,4,,,,
123275,9316002,Bloxham School,E10000025,Oxfordshire,z,,,,
137274,3354001,Bloxwich Academy,E08000030,Walsall,128,18,39.7,24.7,21.7
138606,3354004,Blue Coat Church of England Academy,E08000030,Walsall,80,12.5,24.3,18.7,11.8
137272,3314800,Blue Coat Church of England School and Music College,E08000026,Coventry,63,30.2,64.5,55.8,34.3
131536,8916026,Blue Mountain Education,E10000024,Nottinghamshire,z,,,,
135576,8876130,Blue Skies School,E06000035,Medway,z,,,,
104495,3407005,Bluebell Park School,E08000011,Knowsley,10,,,,
143932,8606045,Bluebell School Ltd,E10000028,Staffordshire,z,,,,
137798,8924615,Bluecoat Aspley Academy,E06000018,Nottingham,76,38.2,52.7,47.2,14.5
140369,8924003,Bluecoat Beechdale Academy,E06000018,Nottingham,122,15.6,35.3,21.1,19.7
148548,8924016,Bluecoat Trent Academy,E06000018,Nottingham,0,,,,
145146,8924009,Bluecoat Wollaton Academy,E06000018,Nottingham,63,36.5,62.5,52.4,26.0
113575,8786011,Blundell's School,E10000008,Devon,z,,,,
149376,8604067,Blythe Bridge High School,E10000028,Staffordshire,25,12,46.4,42.1,34.4
145931,8814030,Bmat Stem Academy,E10000012,Essex,32,9.4,18.9,16.7,9.5
100291,2046242,Bnois Jerusalem Girls School,E09000012,Hackney,z,,,,
105996,3556011,Bnos Yisroel School Manchester,E08000006,Salford,z,,,,
136015,2046073,Bnos Zion of Bobov,E09000012,Hackney,z,,,,
144739,3164011,Bobby Moore Academy,E09000025,Newham,78,47.4,54,52.8,6.6
136383,9084154,Bodmin College,E06000052,Cornwall,55,23.6,51.9,46.2,28.3
149712,8504018,Bohunt Farnborough,E10000014,Hampshire,46,26.1,36.6,,10.5
147187,9384014,Bohunt Horsham,E10000032,West Sussex,15,26.7,63.6,59.8,36.9
136643,8505407,Bohunt School,E10000014,Hampshire,26,53.8,69.4,68.8,15.6
142181,8724001,Bohunt School Wokingham,E06000041,Wokingham,17,41.2,61.9,61.7,20.7
140424,9384008,Bohunt School Worthing,E10000032,West Sussex,24,12.5,49.4,45.6,36.9
145866,3134007,Bolder Academy,E09000018,Hounslow,57,35.1,43.8,40.1,8.7
108730,3934019,Boldon School,E08000023,South Tyneside,106,9.4,39.8,23.7,30.4
138498,3506001,Bolton Islamic Girls School,E08000001,Bolton,z,,,,
142340,3504806,Bolton Muslim Girls School,E08000001,Bolton,49,51,64.4,,13.4
105271,3506014,Bolton School Boys' Division,E08000001,Bolton,z,,,,
105272,3506015,Bolton School Girls' Division,E08000001,Bolton,z,,,,
145314,3504003,Bolton St Catherine's Academy,E08000001,Bolton,72,12.5,25.8,19.5,13.3
150605,2094802,Bonus Pastor Catholic College,E09000023,Lewisham,48,25,50.4,44.4,25.4
121722,8166000,Bootham School,E06000014,York,z,,,,
137800,8864527,Borden Grammar School,E10000016,Kent,14,71.4,84.5,,13.1
103493,3304115,Bordesley Green Girls' School & Sixth Form,E08000025,Birmingham,79,48.1,40,,-8.1
121699,8154221,Boroughbridge High School,E06000065,North Yorkshire,10,0,45.5,41,45.5
142666,9257010,Boston Endeavour Academy,E10000019,Lincolnshire,4,,,,
139140,9254022,Boston High School,E10000019,Lincolnshire,13,69.2,77.4,,8.2
146217,3834114,Boston Spa Academy,E08000035,Leeds,50,44,78.2,71.8,34.2
151697,9087006,Bosvena School,E06000052,Cornwall,z,,,,
137969,8554048,Bosworth Academy,E10000018,Leicestershire,27,25.9,58.4,54.8,32.5
122149,9416062,Bosworth Independent School,E06000062,West Northamptonshire,z,,,,
136677,8734002,Bottisham Village College,E10000003,Cambridgeshire,68,33.8,64.9,58.6,31.1
116558,8506047,Boundary Oak School,E10000014,Hampshire,z,,,,
137572,9254000,Bourne Academy,E10000019,Lincolnshire,56,28.6,40.2,38.6,11.6
126069,9384028,Bourne Community College,E10000032,West Sussex,33,12.1,38.6,34.3,26.5
137793,9254501,Bourne Grammar School,E10000019,Lincolnshire,21,57.1,95.4,91.9,38.3
113937,8396002,Bournemouth Collegiate School,E06000058,"Bournemouth, Christchurch and Poole",z,,,,
137452,8395400,Bournemouth School,E06000058,"Bournemouth, Christchurch and Poole",12,100,95.7,,-4.3
136996,8395405,Bournemouth School for Girls,E06000058,"Bournemouth, Christchurch and Poole",11,90.9,96.4,,5.5
141318,3304017,Bournville School,E08000025,Birmingham,55,27.3,32.7,31.2,5.4
100965,2114024,Bow School,E09000030,Tower Hamlets,125,25.6,43.2,33.6,17.6
142603,3366001,Bow Street School,E08000031,Wolverhampton,z,,,,
117034,8856025,Bowbrook House School,E10000034,Worcestershire,z,,,,
100986,2117084,Bowden House School,E09000030,Tower Hamlets,7,,,,
119036,8867032,Bower Grove School,E10000016,Kent,22,0,0,,0.0
139307,3114042,Bower Park Academy,E09000016,Havering,58,15.5,38.3,32.8,22.8
